text,label
"Biết là ko nên quơ đũa cả nắmnhuwng nói đến BIDV mình sợ quá trời! Mình có nhu cầu vay vốn nên đem 2 sổ đỏ vàogawjp bên tín dụng! Chả biết bạn í có pai làm bên tín dụng hay khâu nào chả biết mà có thái độ tiếp mình ko 1 chút thiện chí, thậm chí tỏ ra coi thường mình! Mình cũng gắng gượng nán lại để hỏi thủ tục thế nào cái bạn í xem xem sơ sài cáibajn í trả lại với 1 câu là ko vay đc đâu chị ơi! Ôi!!! Quá hãi....",0
"Dạo ni lên BIDV nạp tiền Bảo hiểm nhân thọ Manulife cho khách chờ hơi lâu, phần vì khách đông, phần vì phần mềm thu hộ hay bị lỗi, nhưng phong cách làm việc của nhân viên tính từ thời điểm tưởng đánh nhau với nhân viên Ngân hàng nông nghiệp Can Lộc chạy ra đi vay 5tr với Trung Tran Minh mua điện thoại Nokia 7250 năm 2004 đến nay vẫn còn rất tuyệt vời.",0
Ngân hàng bổ sung VCB vào mục chuyển tiền nhanh 24/7 của Bidv Smart Banking.  Khuyêt điểm lớn thế mà lâu ko khắc phục,0
chính xác là tôi muốn chuyển đến số tài khoản . Nếu chọn chuyển trong nước thì ko tiện bằng chuyển 24/7.,0
"mình cũng vui vì tiết kệm được thời gian,",0
"Rất linh tinh, tôi thanh toán hóa đơn tiền điện qua ngân hàng, có thấy đc chiết khấu 10% đâu",0
Chang thay tra loi j ka,0
Đkmm,0
"T dky E bank rồi, có xác nhận r mà khi liên kết ví momo lại ko dc là như nào?? Loằng ngoằng vkl",0
Thật tiện lợi chỉ cần ở nhà và mất một ít thời gian là đã có thể mở tk rùi,1
"Nhanh chóng thuận tiện , tiết kiệm thời gian chỉ có bidv smartbanking  ,",0
"Lúc trước mình phải tới tận chỗ giao dịch,vừa xa lại còn ngồi chờ lâu ơi là lâu",0
ui ngân hàng tiện lợi quá nè,1
"Giờ thì vui rùi,bidv thật tuyệt vời",1
Dịch vụ tiện dụng quá!,1
Hay!,0
"Chị oi chuyển tiền nhanh chóng thuận tiện lắm . Em chuyển sang ngan hàng khác hệ thống trong vòng 5-10 phút đầu bên kia đã nhận được tiền rồi , mà phí lại cực thấp .",0
Chỉ lợi ban đầu thui,0
"Ui cái này hay quá nè, ko mất công ra ngân hàng ở nhà mà vẫn làm đc nhiều thứ",1
Dịch vụ này rất tiện lợi,1
Ở nhà ngồi bấm bấm là có tài khoản NH rồi. Công nghệ.,1
Lãi suất cao hơn 0.1% luôn nè,0
Đúng là xài BIDV có khác,1
TUI cũng bó tay với BIDV Cần Thơ. Cả quận NK mà chỉ được lèo tèo mấy thùng ATM và luôn trong tình trạng nhìn thấy chữ Sorry cũng nh.ư hết tiền. Chán ko buồn nói. Qd có khác.,0
"Hồi tháng 3 cũng vậy, nói là được 50k Có đâu, đến nơi hỏi thì ngoài Thanh toán điện, thanh toán nước, Internet banking thì còn thêm BSMS nữa mới được. Bó tay!",0
"Như sáng nay, đi rút tiền phải rút khác hệ thống, rút 1 lần mất phí 11k, 4 lần mất 44k. Mất tiền oan uổng.",0
"Mình sử dụng dịch vụ thanh toán tiền điện của BIDV mấy năm nay rồi. Dịch vụ thật tiện lợi đặc biệt cho những người đi làm vắng nhà thường xuyên, ko phải lo bị cắt điện vì ko kịp nộp tiền.",0
"Chào bạn, tôi rất bất mãn với 1 ngân hàng ở trên Lâm đồng của các bạn nhé",0
"Kiểm tra số dt này số tài khoản , lập tức trả lại tiền vào tài khoản . Hôm nay con nào bị chết đói à , mà trừ phí tháng 2 lần thế .. :lập tức kiểm tra lại , muốn lừa đảo phải không ?",0
"dịch vụ thẻ ngân hàng quá tệ, di rut tiền atm toan báo lỗi, ko rút dc số tiền lớn, cmnd của tôi vừa hết hạn thì nhan viên giao dich ko cho rut tai quầy mà bat toi ra rut atm trong khi tôi cần rut so tien lớn. Tiền gửi vo thì nhận nhanh lắm, rut tien cứ nhu di ăn xin ngan hang vay do, toi da rut het tien tu tk bidv va tu nay ko bao gio su dung bat cu dich vu nao tu bidv. chào",0
"Đừng quảng cáo rồi ko có nhé, bên này ck trong hệ thống BIDV cũng mất Tiền, rút tiền cũng mất phí, phí trồng phí, cứ quảng cáo chiêu trò lắm, Như Bên Đông Á Ck nội bộ ko bh mất 1nghin trên smarphone hoặc internet , ck đi khác ngân hàng mất có 5k",0
Dkm t chuyển vẫn bị mất phí,0
"Mình đăng ký dịch vụ trả tiền cước điện thoại,  thấy báo về tin nhắn là bạn thực hiện đăng ký thành công,  vậy mà kết quả 4 tháng này nhân viên thu cước vẫn phải tìm để thu. Chán",0
Rút thì tiền k ra nhưng vẫn trừ. Hotline thì gọi k đc. K hiểu làm ăn cái kiểu gì. HIỆN ĐẠI QUÁ!!!,0
Mình cực thích mấy chương trình từ thiện của BIDV,0
Nếu vậy thì ai lấy thẻ mình đi thanh toán cũng được và dễ dàng vì ko cần mật khẩu. Lúc truoc mình xài thẻ ATM của ngân hàng khác khi quẹt thẻ nguoi ta yeu cau đưa CMNN và yeu cau nhap mat khau nữa.,0
"bidv cho vay hay ko phu thuoc y thich cua thang tham dinh, ko co quy dinh ro rang",0
"Khi quảng cáo thi bao co 6-7%/1nam nhug den khj di hoi dj lam thi lại noi khác, that su k biet dau ma lần",0
"Toi den bidv de lam thu tuc vay, cb td( tam goi la chi A) dong y voi toi va hd lam hs. Sau khi lam xong hs toi mang den nh ( luc nay chi A ko con phu trach thay vao la a B), xem hs chua day 30’ anh B noi ko cho vay dc. Vay la cung mot noi dung vay, cung hs chi khac la 2 nhan vien khac nhau. The ko la phu thuoc vao nv nh thi la j? kieu thoi tiet luc nang luc mua",0
"Xin noi them trc do toi da vay 1 lan va tat toan trc han, nhu vay ko the noi toi la khach hang ko tin cay",0
😂😂😂 phát hờn,0
"xa quá ad ơi :(, đợi dịp khác thôi",0
"Từ ngày SmartBankibg thay thế MobileBanking,việc giới thiệu và thuyết phục khách hàng sử dụng dv dễ dàng và KH hào hứng hơn rất nhiều Anh cố vấn ạ,like nào 👍👍👍 ❤️❤️❤️",0
Dịch vụ rắc rối. CN này đẩy qua chi nhánh kia. Công ty chuyển lương qua thẻ BIDV mấy trăm nhân viên. Mà đăng ký dịch vụ thì tư vấn viên nói ko xác định đc công ty nằm ở đâu. Póa tay...Thật sự thất vọng.,0
Mình muốn làm thấu chi lương qua thẻ. Có TK thẻ ở BIDV hơn 2 năm. Công ty toàn trả lương qua thẻ BIDV. Vậy mà nói ko xác định được công ty ở đâu. Còn kêu mình lại CN nào chi lương rùi làm. Lãnh đạo ở đây ko duyệt đc. Công ty mình nằm trên TP còn mình đ ang làm việc tại Tiền Giang bỏ công bỏ việc lên chỗ công ty chi lương. .Chẳng lẽ các chi nhánh NH BIDV chẳng liên quan gì nhau. CN nào thì tự lo CN đó ah.Tên : Nguyễn Phúc HuyCMT : 311951158SĐT : 0939385975,0
"Thế mới biết chứ, mình cũng gần tương tự, mở tài khoản ở tỉnh daklak, khi về sinh sống ở nghệ an một thời gian, mình muốn đổi chữ ký tại nghệ an thì nhân viên bảo anh phải vào daklak thay đổi lại. Trước khi như thế lúc mình mở thêm tài khoản (số thứ 2 ) tại nghệ an mình nói nhân viên làm mới tài khoản khác cho tiện giao dịch, nhân viên bảo chẳng cần, mọi thủ tục anh đi CN nào cũng giống nhau. Đúng là lời nói gió bay.Chẳng lẽ cái chữ ký hắn tốn nhiều tiền và mất thời gian để đi lại vậy. Xem lại dịch vụ đi bạn nhé, ko chuyên nghiệp, hãy học cách của ngân hàng đông á ấy. Người ta trình độ cao đã đạt mức chỉ cần dựa vào niềm tin, cần gì thủ tục nhiều rắc rối.",0
"Nói nào là thủ tục đơn giản toàn hành khách hàng thôi. Hệ thống NH thì nói nào là hiện đại tối tân. CN nào cũng là của công ty mẹ thôi,có liên kết với nhau. Chứ cách giải thích của anh chỉ qua loa. Đã nói là vay tín chấp. Nói với những người ko hiểu thì ko sao.",0
"Đã sử dụng ứng dụng được 1 thời gian. Cảm thấy rất hài lòng. Mong BIDV ngày càng hoàn thiện, nâng cao tính năng bảo mật cho ứng dụng. Phát triển hơn nữa danh mục Chuyển tiền 24/7. Vì trong danh mục này vẫn còn rất nhiều ngân hàng chưa hỗ trợ.",0
"Em đã thử tính năng gửi tiền có kỳ hạn online, rất hay và hữu dụng, (y)Nói chung em ưng ý ứng dụng BIDV smart banking lắm, chuyển tiền 24/7 hay chuyển tiền trong nước hay chuyển tiền cùng hệ thống đều rất oke, tiết kiệm được thời gian chi phí (y)",0
Em rất thích ứng dụng BIDV smart banking. Nhất là dịch vụ gửi tiết kiệm online. Hiii ngày trước đợi có 5tr mới dám gửi. Vì sợ các chị giao dịch viên làm cực. Nhưng để lâu sài hết. Giờ có tiết kiệm online. Thật tiện lợi. Từ 1tr là gửi được rùi.,0
"Thế mới biết chứ, mình cũng gần tương tự, mở tài khoản ở tỉnh daklak, khi về sinh sống ở nghệ an một thời gian, mình muốn đổi chữ ký tại nghệ an thì nhân viên bảo anh phải vào daklak thay đổi lại. Trước khi như thế lúc mình mở thêm tài khoản (số thứ 2 ) tại nghệ an mình nói nhân viên làm mới tài khoản khác cho tiện giao dịch, nhân viên bảo chẳng cần, mọi thủ tục anh đi CN nào cũng giống nhau. Đúng là lời nói gió bay.Chẳng lẽ cái chữ ký hắn tốn nhiều tiền và mất thời gian để đi lại vậy. Xem lại dịch vụ đi bạn nhé, ko chuyên nghiệp, hãy học cách của ngân hàng đông á ấy. Người ta trình độ cao đã đạt mức chỉ cần dựa vào niềm tin, cần gì thủ tục nhiều rắc rối.",0
Có 2 vấn đề cần gửi tới bạn: 1. Bạn nói: có thể đề nghị tại tất cả chi nhánh....nhé. Nếu vậy tôi không rảnh để lên đây đàm luận với bạn. 2. Đây là mạng fb xã hội và bạn cũng ko phải là chính thống nên tôi ko thể inbox để đưa thông tin cho bạn. Thân ái.,0
"Đây là hình ảnh tôi và số điện thoại của tôi là: 091 827 2796. Vào lúc khoảng 7h40' ,ngày 05/9/2016, tại Ngân hàng BIDV chi nhánh Quỳnh Lưu - Nghệ An (Trụ sở chi nhánh đặt tại khách sạn TÂM ĐẠT) , lúc đầu tôi vào giao dịch sau đó tôi đã hỏi lại cái thẻ cách đó hơn 1 tháng nhân viên làm thủ tục để làm lại cho tôi (do thẻ cũ bị gãy) và hẹn 1 tuần qua lấy. thời điểm tôi qua là hơn 1 tháng mà chưa có thẻ. hỏi thì nhân viên bảo em quên làm mất, lúc đó tôi gắt lên vì tôi ko có thì giờ để làm như vậy, tôi lại bảo thế bao giờ làm cho tôi? cô ấy lại đưa 1 cái tờ giấy khác để tôi đăng ký lại. Tôi rất bực mình, nhưng cũng cho qua thế tôi lại hỏi tiếp tôi muốn thay đổi chữ ký thì cô nhân viên nói rằng: ""anh phải vào tỉnh daklak để thay đổi lại, ở đây bên em không làm được"".",0
"anh có thể đề nghị chi nhánh đó mở camara xem lại nhé, chỉ cần số điện thoại của tôi là có thông tin của tôi đúng không???",0
"Vào lúc: 11h21' ngày 06/09/2016 đã trừ của tôi 22.000đ tiền phí làm lại thẻ, trong khi đó tôi phải chạy đi chạy lại để làm lại thẻ mất bao nhiêu là chi phí vậy ngân hàng có bù lại số tiền cho tôi không??? cái thẻ tôi vẫ n đang chưa về lấy được vì công việc, anh có thể nhờ mấy nhân viên ở đó kiểm tra mà xem nhé. vì tôi chẳng thấy nhân viên đeo bảng hiệu hay sao ấy nên ko nhớ tên, anh cứ nói bọn đó xem lại cái camara là ra thôi mà.",0
"Mà tôi không biết anh ở trên hội sở hay là ở đâu, nhưng đừng có khi nào cũng nói khách hàng inbox, vì đã là bảo mật thì khách sẽ tự biết cách xử lý, cứ nói ở đây để tất cả mọi người đều biết vấn đề cần giải quyê ́t là gì và gỡ rối chứ hơi tý tôi đọc các cmt của người khác anh lại cứ nói họ inbox , làm như kiểu che đậy thông tin, rón ra rón rén, lén lút chẳng ai biết là gì ấy. như vậy người ta nói là: ""Tự bóp dái mình"" . Vì rõ ràng cách kinh doanh của các anh tôi thấy khác so với những đơn vị khác.",0
Ngan hang không cung cấp chia se se bật ki địa chi qua ưng dung trung giang,0
Nêu day la Ngan hang thi không nên dao dit qua điên thoai facebook tran lan vi bon hạch co co the gia danh lam tôn that niêm tinh va tai sản cua khách hang,0
Quá tuyệt {|thông tin rất hữu ích |rất hứng thú|,0
Không tin tưởng vào ngân hàng BIDV .,0
Nhảm thông tin vịt,0
Tại sao nộp tiền cho chính mình trong cùng TP HN mà lại mất phí 8k vậy BIDV? BIDV cải tiến lùi à? Tẩy chay BIDV vì nộp tiền cho mình mà lại mất phí nhé 😡😡😡,0
"Nhân viên ngân BIDV tại 134 Nguyễn công trứ quận 1 phục vụ khách hàng rất cởi mở, nhẹ nhàng, làm việc nhanh gọn.. 👌",1
Tại sao nộp tiền cho chính mình trong cùng TP HN mà lại mất phí 8k vậy BIDV? BIDV cải tiến lùi à? Tẩy chay BIDV vì nộp tiền cho mình mà lại mất phí nhé 😡😡😡,0
"tẩy chay luôn, bidv trường mình làm chi nhánh tận Đống ĐA hay ở đâu đấy, ra tận đấy mà dùng à, điên cả người, nộp vào mà cũng mất phí , àm ko hề thông báo trước cho khách hàng gì cả",0
"Bạn Duy Khánh nói đúng. Tại sao lại vô lý nộp tiền cho chính mình lại mất phí??? Ví dụ nếu khác tỉnh thì chấp nhận dc vì đường sá, nhưng cùng tỉnh thì fai free, cái gì cũng tính phí thế há là ngân hàng lấy phí của dân để nuôi bộ máy à? Bảo sao thưởng Tết xong các thể loại Thưởng của Ngân hàng mới toàn một tháng rưỡi cho đến 6 tháng lương, tính ra cũng nhẹ 30tr thưởng, tiền của dân để lấy tiền bù vào thưởng à???",0
toẹt vời ông mặt trời :),0
Đẹp tuyệt❤️,0
Qua Tuyệt voi!,0
Quá hay.,0
"Hoành tráng , ý nghĩa , chuyên nghiệp , ấn tượng sâu sắc ! Tuyệt vời !",0
hay quá.,0
đẹp quá tuyệt vời,0
Xem lại vẫn thấy xúc động và tự hào về BIDV của mình!,0
Đẹp xuất sắc và nhất là vừa xem mà tim vừa đập mạnh,0
Qua Tuyệt voi! qua Hay!,0
Tuyệt vời <3,0
Quá đỉnh!,0
Ấn tượng <3,0
Quá đỉnh,0
Quá đẹp!,0
Ad cho hỏi sao tôi vào nạp tiền vào tk lúc 9h20 sáng nay tại chi nhánh bidv 101hồ tùng mậu mà sao bảo vệ lại nói bidv chỉ cho nạp tiền từ 8h-9h sáng. Và ông ấy ko cho tôi vào là thế nào.,0
Giờ thì làm gì nữa. Nạp vào tk khác rồi. Chẳng qua tôi hơi bức xúc về việc chỉ giao dịch với sv vào 8-9h ság thôi. Bidv đối diện ủy ban nam từ liêm ấy,0
"Dịch vụ của BIDV quá chán. Gọi đến 19009247 hỏi thông tin thì nói là sau 10h bọn em không tra cứu được, mời anh gọi lại sau 7h sáng :))",0
mình đã gọi không dưới 20 lần để kích hoạt tài khoản thẻ BIDV cho samsung pay của máy dt mình nhưng pó tay ! không có tư vấn viên nào trả lời cả ! chắc tất cả các tư vần đều bận hết ! vậy mà cũng ghi tổng đài 24/7,0
"Làm thẻ BIDV nhiều điều kiện này nọ lắm,cty toàn trả lương qua BIDV gần 8 năm trời qua làm cái thẻ mà nó đòi phai có thủ trưởng cơ quan ký đảm bảo mới chịu,cty của tui trụ sở ở Hà Nội không lẽ tui phải bay từ Hậu Giang về Hà Nội gặp TGĐ ký dùm em cái c am kết cái,chảnh chó bỏ mẹ tui qua Sacombank đăng ký Visa Gold nhanh gọn lẹ mà bảo mật giao dịch là phải có OTP,nhân viên CSKH nói chuyện dễ thương,ở nhà không biết tại sao gưi tiết kiệm cái ngân hàng này nữa,một đồng cũng đéo gửi,ỷ ngân hàng nhà nước làm thấy ghét!",0
"BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam e chỉ nói đc là lương vưa tiền mặt vừa ck, ở điện lực hải dương vì hưởng lương khoán nên vẫn có lương ck đổ qua bidv và lương ngoài tiền mặt. Phòng giao dịch thì ở trần hung đạo tp.hải duong. Còn gọi thì lần tổng đài trong trang wed gặp giao dịch viên. Chưa kịp cả đưa giấy tờ đã từ chối.",0
"Dung the nay dc 1 thoi gian roi, dung chan qua k co cap nhat giam gia nao hay, can thiet, ai chang co tra gop 0℅",0
Đky qua đường link ở bài viết này từ thứ 6 mà giờ chưa thấy ai lhe hết,0
"Nghe thì dễ, vào dk thì đồi phải mở tk tiết kiêm mới cho làm thẻ, trong khi mình đã có tk dao dịch tai BIDV hơn 3 năm, thế là chuyển sang VietcomBank trả lương và phát hành luôn visa. Nhân vien tu vấn làm luôn cả the ghi nợ trong nước và quốc tế khỏi tk tiết kiêm! Tháng sau rút hết tiet kiêm của BIDV mang qua bên kia gửi luôn là xong!",0
"Chả hiểu sao dịch vụ của BIDV nhiều thế ko biết, cứ đến kì là trừ 1 lô xích xông. Hủy luôn đỡ bực",0
Mình muốn làm thẻ visa của BIDV mà mình công tác trong Thanh Hóa. Chi nhánh Thanh Hóa lại không cho làm. Trong khi lương của mình đang chuyển khoản qua BIDV Thanh Xuân. Bây h mình muốn làm thẻ visa thì fai làm sao?,0
"Hồi làm giấy tờ nhà, thuế. Đang điên. Lúc qua Bidv gặp nv chi nhánh thấy dễ chịu hẳn. Thủ tục gọn.",1
Anh Cố Vấn rất vui vì bạn hài lòng với chất lượng phục vụ của BIDV. Chúc bạn một ngày vui vẻ!,1
Lam ăn mà mơi nghi têt ma atm đã ko rut dc tiên,0
Em đang muốn vay vốn mở cửa hàng mà có vẻ thủ tục bên mình dườm dà quá ah.,0
Hay ho quá nhỉ,0
Ngon,0
BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam thủ tục cũng rườm rà vậy,0
Bên BIDV vay khó quá. Hai za,0
Ko fai ai cung dc vay voi lai xuat 6.8% nam.minh da hoi roi.chán luôn,0
Thui k vay nua.vo van qua,0
Vay nhu vay ai ma vay dc.doi hoi nhiu thu wa.bay gio vay tien chu can chug minh ka di dau cug co the vay oy,0
Ma lam nghe tu do thi chung ming gi dc. Tuong vay re nhung k tuong dc kho vai,0
Thật là đien rồ,0
Sao lon đó moi nguoi lua dao day,0
"Thế này muốn vay cũng khó, ko thực sự hiệu quả. Nếu cần có tài sản đảm bảo thì vay đâu chẳng dc,  những ng cần tiền để kinh doanh nhưng ko có tài sản đảm bảo nên tạo đk cho họ vay và có hình thức bảo đảm nào đó khác.",0
"Mình có nhu cầu cần vay khoảng 100tr để kinh doanh Internet. Khi có hỏi ngân hàng để vay vốn ( ko phải BIDV ) thì nhân viên có tư vấn rằng muốn vay đc khoản vay đó thì cần có tài sản thế chấp, ở đây nói rõ luôn là Sổ Đỏ. Trong khi theo như lời mời chào trên Internet mà mình đọc được thì họ nói cho vay trong khoảng từ 70-200tr mà ko có tín chấp. Qua đó thì rõ ràng là ko như lời họ nói, hay nói chính xác hơn là ko minh bạch. Cầm cái sổ đỏ thì đi đâu mà chẳng vay được chứ, bạn Anh Cố Vấn thừa hiểu điều đó phải ko ^^!",0
Vay can the chap rat kho cho nguoi dan k co tai san gia tri.,0
hôm trc đk có ng gọi lại hỏi và nói thếm mình phải làm đủ một năm trở lên mới đc vay. nản thật,0
mình muốn vay tin cháp qua lương. mình đk vay o bidv vi mình luong hang tháng chuyển qua  the budv. neu ko du dk mình sẽ vty ngan hang khac vi họ chỉ cần xem bảng luong va quyet dinh di lam cmtnd hô khau chu ko doi phai lam 12 thang nhu bidv. noi thẳng với cố vấn tôi là bs  làm tại pháp y tỉnh bg. nếu làm sau 12 tháng có lẽ tôi cũng ổn định ko có nhu cầu vay. cái khó của tôi la mới đi làm chư ổn định.,0
Minh đã liên hệ với bidv o bai cháy nhan vien yêu  cầu phải có  chữ  ký  của  tổng giám đốc chuyện  này thật khó,0
"Mình là khách hàng của BiDV từ 2013, mình đánh giá đây là ngân hàng số 1 tại Việt Nam! Tác phong chuyên nghiệp, các giao dịch nhanh và thuận tiện.",1
"cả sáng nay ko đăng nhập đc vào bidv.com.vn,",0
Ghi ro roi ma van may cai lap trinh san de tra loi khach hang ntn sao,0
lương mình ổn định hàng tháng trên 5tr. bắn qua trẻ bidv. có quyết định đi làm . có thể xác nhận ở cơ quan. có thể lấy bảng lương theo dõi . thêa mà có đúa nhân viên  gọi mình sau khi mình đk nó lại thêm  cái đk phải đi làm đủ một năm. nó trả biết cái mẹ j cả mình vào làm viên chúc nhà nc có phải hợp đồng quáu đâu. thật ra mới đi làm nên cần tiẻu nhiều khoản chứ làm một năm ổn định rồi vay lam j nữa. làm khó khách hàng quá. quan trọng là lương mình hàng tháng bắn qua thẻ bidv là quá rõ ràng rồi mà. vẫn ko thể vay. ngân hàng làm ăn chán thật.,0
Gio chang muon noi nua gio dung tung tin nhan len fb cua toi nua thanks,0
Kho la cai chac,0
Lừa đảo là chính!,0
Ranh ko chat,0
Vay duoc nhieu.tao lao thi nhieu.vay duoc chac cung muon chet vi ho so,0
"Ko hap dan dau lai suot cao qua co hon ngan hag co 0,9 phan tram thoi",0
"Công ty mở tk ở BIDV Đống Đa, nhưng mình lại gd bằng Bidv Cầu Giấy, nói chung rất hài lòng. Nhanh và không để khách chờ đợi lâu như VCB. Nhưng VD mình muốn vay 1 khoản 300tr thì cần thủ tục gì. Bên m ko có ts thế chấp",1
mình là viên chức nhà nước lương ổn định thế mà hôm trc đk coa đứa nhân viên gọi lại sau một lúc hỏi các điều kiện của mình đáp ứng đủ nhưng nó đưa ra đk thứ tư là phải đi làm trên một năm hợp đồng mới đc vay. quáy lạ. mình đi làm theo quyết định 1/1/2016 đỗ viên chức nó bảo chưa đủ đk nản.,0
Mình thấy add trả lời rats chung chung. Hay đây chỉ là 1 cách thức tiếp thị?,0
Lãi xuất vay cao quá!,0
"Hihi, ad viet dai va khó hiểu,",0
BIDV dịch vụ tốt nhất,1
tuyệt vời,0
Bidv tăng phí dịch vụ sao ko thấy thông báo vậy. Chuyển khoảng cùng hệ thống tăng từ 1.100₫ lên 3.300₫ khác hệ thống lên tới 7.700₫ thế này khác j hút máu. Chắc hết tiền trong tk tìm ngân hàng khác thôi,0
"E chuyển n' vẫn hết 7.700đ, vừa htrk đi rút bằng bidv giật mình đúng cây mà lại pị trừ phí, k thể chấp nhận đk, chắc chuyển sang ngân hàng khác thôi chứ ntnay thì ""chắc tui chớt""",0
cách thức chăm sóc khách hàng của hệ thống Ngân Hàng nhà nước rất tệ BIDV là 1 ví vụ. Hotline tổng đài chả bao h gọi đc.,0
"Toi cam thay kha buc minh khi lien he den tong dai BIDV,co lan toi goi den de nho tu van cho mot vai van de,chua hieu ro,toi lai goi den hoi...vo tinh lai gap duoc co nhan vien tu van cuoc goi truoc,the la co ta tu van cho toi  mot leo nhung cau nghe choi ca tai...toi hi vong he thong BIDV nen chan chinh lai co nhan vien nay",0
Phí ck bây h đắt quá!ngoại mạng đã đành!nội bộ cũng quá cao,0
Đang cảm thấy thất vọng vì mình hỏi ko thấy trả lời,0
"Cả một thành phố mà không có một bidv nào,nhiều khi muốn gửi tiền cũng đành thôi.",0
Ngân hang đeo gi ma vay co 1tyma đen nay chua lấy dk hô so lm roi,0
Đăng lên mạng ma khách hàng nt lên hỏi thì k thấy tl phản hồi lại cho khách hàng biết Zay đăng lên làm j Zay,0
"Quay số mở thưởng chả bao giờ thấy báo với khách hàng kết quả quay số. Hay ít ra cung nhắn cho quả tin. ""BIDV Rất tiếc vì bạn chưa trúng thưởng lần quay số ngày.... BIDV mong rằng bạn sẽ may mắn ở lần sau"" như thế khách hàng còn đỡ hoang mang.",0
Đến quầy đăng kí dich vụ bidv online rồi nhân viên bảo khi nào có tin nhắn là được cứ về đi! Mà 2 ngày nay chưa thấy gì cả! Đăng kí làm thẻ thì cả tháng nay không nhận đc thẻ đến hỏi thì bảo là có thể do thiếu phôi và cuối cùng là do chưa đẩy hồ sơ. Mình thích bidv nhưng mà nhân viên chán quá,0
"Đa số là dành kh mới, kh cũ thấy gần như chẳng có ct gì cả :)",0
Mục chuyển tiền không có Vietcombank..thật nhảm nhí.trong khi số ngân hàng lạ quắc lại có trong danh sách.tổng đài cskh thì tệ.chế độ online thì không thể góp ý kiến là sao.,0
Ngân hàng lởm lắm,0
Mình dùng internet banking mà ngân hàng yêu cầu đổi pass đăng nhập nhưng đổi xong thì khoá tk luôn. Gọi tổng đài thì bảo nhập sai pass.,0
Ra ngan hàng jui.mo smarbaiking jui.k dang nhập dc.su dụng còn khó hơn.nan bidv quá,0
BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam Anh cố vấn là thằng nào. Ngân hàng làm việc mà xưng anh với tất cả khách hàng thế à,0
Oh nhiều ưu đãi tuyệt vời quá,0
That tuyet voi,0
BIDV có anh cố vẫn nhiệt tình nhất quả đất nè,1
BIDV thật tuyệt vời,0
Nhiều ưu đãi quá!,0
Tham gia tích cực mà chẳng có tên!,0
Tháng 8 chấm kỳ quá,0
"Tháng nào cũng tham gia rất tích cực mà chẳng thấy tên đâu , nản quá!",0
"Không có tên , buồn quá!",0
Quảng cáo rõ rầm rộ mà tp Hải phòng chưa hỗ trợ thanh toán,0
